Year,Agency,Category,Detail,Vendor,Federal
2011,NATURAL RESOURCES,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID AMERICA INC,2626.7
2011,PUBLIC SAFETY,SUPPLIES,LABORATORY SUPPLIES,AIRGAS-MID AMERICA INC,7985.71
2011,NATURAL RESOURCES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,AIRGAS-MID AMERICA INC,690.15
2011,PUBLIC SAFETY,SUPPLIES,BUILDING REPAIR SUPPLIES,AIRGAS-MID AMERICA INC,59.84
2011,OFFICE OF ADMINISTRATION,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID AMERICA INC,3641.9
2011,PUBLIC SAFETY,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID AMERICA INC,3904.59
2011,NATURAL RESOURCES,PROPERTY & IMPROVEMENTS,OTHER PROPERTY & IMPROVEMENTS,AIRGAS-MID AMERICA INC,153.06
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIRGAS-MID AMERICA INC,1765.25
2011,NATURAL RESOURCES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIRGAS-MID AMERICA INC,679.28
2011,SOCIAL SERVICES,SUPPLIES,MECHANICAL SUPPLIES,AIRGAS-MID AMERICA INC,221.57
2011,NATURAL RESOURCES,PROPERTY & IMPROVEMENTS,SITE IMPROVEMENTS,AIRGAS-MID AMERICA INC,98
2011,OFFICE OF ADMINISTRATION,SUPPLIES,UNIFORMS & CLOTHING,AIRGAS-MID AMERICA INC,634.64
2011,MENTAL HEALTH,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID AMERICA INC,47.11
2011,OFFICE OF ADMINISTRATION,SUPPLIES,MECHANICAL SUPPLIES,AIRGAS-MID AMERICA INC,25.5
2011,NATURAL RESOURCES,EQUIPMENT RENTAL & LEASES,SCIENCE & TECHNOLOGY EQUIPMENT RENTALS,AIRGAS-MID AMERICA INC,1647.32
2011,NATURAL RESOURCES,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,AIRGAS-MID AMERICA INC,103
2011,MENTAL HEALTH,EQUIPMENT RENTAL & LEASES,SCIENCE & TECHNOLOGY EQUIPMENT RENTALS,AIRGAS-MID SOUTH,2429.4
2011,TRANSPORTATION,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID SOUTH,435.75
2011,MENTAL HEALTH,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,AIRGAS-MID SOUTH,66.66
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIRGAS-MID SOUTH,9554.4
2011,MENTAL HEALTH,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID SOUTH,396.5
2011,TRANSPORTATION,SUPPLIES,UNIFORMS & CLOTHING,AIRGAS-MID SOUTH,747.39
2011,MENTAL HEALTH,REPAIR & MAINTENANCE SERVICES,LAB & MEDICAL EQUIP REPAIR & MAINTENANCE,AIRGAS-MID SOUTH,207.9
2011,TRANSPORTATION,OTHER EQUIPMENT,OTHER EQUIPMENT,AIRGAS-MID SOUTH,186.31
2011,MENTAL HEALTH,OTHER EQUIPMENT,OTHER EQUIPMENT,AIRGAS-MID SOUTH,768.72
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,AIRGAS-MID SOUTH,235.78
2011,MENTAL HEALTH,SUPPLIES,MEDICAL & DENTAL SUPPLIES,AIRGAS-MID SOUTH,1588.13
2011,TRANSPORTATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,AIRGAS-MID SOUTH,1313.85
2011,NATURAL RESOURCES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,AIRGAS-MID SOUTH,154.37
2011,AGRICULTURE,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,AIRGAS-MID SOUTH,44.4
2011,NATURAL RESOURCES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIRGAS-MID SOUTH,20
2011,AGRICULTURE,SUPPLIES,LABORATORY SUPPLIES,AIRGAS-MID SOUTH,530.8
2011,NATURAL RESOURCES,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID SOUTH,120
2011,PUBLIC SAFETY,SUPPLIES,MEDICAL & DENTAL SUPPLIES,AIRGAS-MID SOUTH,12554.93
2011,OFFICE OF ADMINISTRATION,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID SOUTH,900
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,AIRGAS-MID SOUTH,137.95
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,AIRGAS-MID SOUTH,57.6
2011,OFFICE OF ADMINISTRATION,SUPPLIES,UNIFORMS & CLOTHING,AIRGAS-MID SOUTH,9.95
2011,PUBLIC SAFETY,SUPPLIES,LABORATORY SUPPLIES,AIRGAS-MID SOUTH,4747.5
2011,PUBLIC SAFETY,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIRGAS-MID SOUTH,581.55
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIRGAS-MID SOUTH,379.2
2011,PUBLIC SAFETY,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,AIRGAS-MID SOUTH,1930.59
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,AIRGAS-MID SOUTH,105.6
2011,SOCIAL SERVICES,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,AIR MASTERS CORP,236
2011,NATURAL RESOURCES,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR MASTERS CORP,2952.62
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIR MASTERS CORP,5
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR MASTERS CORP,20246.57
2011,SOCIAL SERVICES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIR MASTERS CORP,90.59
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,AIR MASTERS CORP,12228
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,AIR MASTERS CORP,7454.5
2011,CONSERVATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR MASTERS CORP,2219.42
2011,OFFICE OF ADMINISTRATION,SUPPLIES,MECHANICAL SUPPLIES,AIR MASTERS CORP,2627.25
2011,CONSERVATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,AIR MASTERS CORP,934.62
2011,SOCIAL SERVICES,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR MASTERS CORP,408
2011,PUBLIC SAFETY,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR MASTERS CORP,639.91
2011,PUBLIC SAFETY,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,AIR MASTERS CORP,818.09
2011,CORRECTIONS,REPAIR & MAINTENANCE SERVICES,LAB & MEDICAL EQUIP REPAIR & MAINTENANCE,AIR SYSTEMS LLC,275.42
2011,ELEMENTARY AND SECONDARY EDUCATION,PROPERTY & IMPROVEMENTS,"MINOR REPAIR, MAINT & IMPROVEMENT SERV",AIR SYSTEMS LLC,13745
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,AIR SYSTEMS LLC,361.4
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR SYSTEMS LLC,570
2011,SOCIAL SERVICES,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR SYSTEMS LLC,1288.92
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR SYSTEMS LLC,24192.5
2011,OFFICE OF ADMINISTRATION,SUPPLIES,MECHANICAL SUPPLIES,AIR SYSTEMS LLC,6037.03
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR SYSTEMS LLC,7836.42
2011,OFFICE OF ADMINISTRATION,SUPPLIES,MECHANICAL SUPPLIES,AIR SYSTEMS LLC,2395.1
2011,REVENUE,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,AIR SYSTEMS LLC,1120
2011,CONSERVATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALAMAR UNIFORMS,159.99
2011,REVENUE,SUPPLIES,UNIFORMS & CLOTHING,ALAMAR UNIFORMS,795
2011,CONSERVATION,SUPPLIES,UNIFORMS & CLOTHING,ALAMAR UNIFORMS,6569.5
2011,PUBLIC SAFETY,SUPPLIES,UNIFORMS & CLOTHING,ALAMAR UNIFORMS,2196
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,ALAMAR UNIFORMS,15
2011,NATURAL RESOURCES,SUPPLIES,LAW ENFORCEMENT SUPPLIES,ALAMAR UNIFORMS,179.84
2011,CORRECTIONS,SUPPLIES,LAW ENFORCEMENT SUPPLIES,ALAMAR UNIFORMS,2321.6
2011,MENTAL HEALTH,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALAMAR UNIFORMS,941.77
2011,TRANSPORTATION,SUPPLIES,CUSTODIAL SUPPLIES,ALAMAR UNIFORMS,31.99
2011,TRANSPORTATION,SUPPLIES,UNIFORMS & CLOTHING,ALAMAR UNIFORMS,6611.72
2011,TRANSPORTATION,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,ALAMAR UNIFORMS,449.85
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,155.61
2011,JUDICIARY,OTHER EQUIPMENT,OTHER EQUIPMENT,ALARM COMMUNICATION,255
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,324.46
2011,JUDICIARY,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,3000
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALARM COMMUNICATION,240
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,508.04
2011,ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,273.91
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,151.22
2011,CORRECTIONS,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,ALARM COMMUNICATION,35
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,REBILLABLE SECURITY SERVICES,ALARM COMMUNICATION,153.4
2011,CORRECTIONS,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,1899.98
2011,MENTAL HEALTH,SUPPLIES,OFFICE SUPPLIES,ALARM COMMUNICATION,90
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,1211.68
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,28.12
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,SECURITY SERVICES,ALARM COMMUNICATION,97.58
2011,LEGISLATURE,REPAIR & MAINTENANCE SERVICES,OFFICE FURNITURE & EQUIP REPAIR & MAINT,ALLEN FLOORS INC,40.05
2011,CORRECTIONS,SUPPLIES,BUILDING REPAIR SUPPLIES,ALLEN FLOORS INC,5290.88
2011,OFFICE OF ADMINISTRATION,PROPERTY & IMPROVEMENTS,"MINOR REPAIR, MAINT & IMPROVEMENT SERV",ALLEN FLOORS INC,525
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,ALLEN FLOORS INC,19.95
2011,LEGISLATURE,PROPERTY & IMPROVEMENTS,"MINOR REPAIR, MAINT & IMPROVEMENT SERV",ALLEN FLOORS INC,860
2011,PUBLIC SAFETY,OFFICE EQUIPMENT,OFFICE EQUIP &FURNITURE,ALLEN FLOORS INC,214
2011,PUBLIC SAFETY,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,ALLEN FLOORS INC,95
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,ALLEN FLOORS INC,348
2011,PUBLIC SAFETY,SUPPLIES,BUILDING REPAIR SUPPLIES,ALLEN FLOORS INC,10639.8
2011,PUBLIC SAFETY,PROPERTY & IMPROVEMENTS,"MINOR REPAIR, MAINT & IMPROVEMENT SERV",ALLEN FLOORS INC,96
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,ALLEN FLOORS INC,3717.2
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,HEALTH ASSIST BENEFITS,ALLIANCE REHAB & MEDICAL EQUIP,3421.85
2011,MENTAL HEALTH,OTHER EQUIPMENT,OTHER EQUIPMENT,ALLIANCE REHAB & MEDICAL EQUIP,610.08
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,MEDICAL & DENTAL SUPPLIES,ALLIANCE REHAB & MEDICAL EQUIP,4596.8
2011,MENTAL HEALTH,OTHER EQUIPMENT,DURABLE MEDICAL EQUIPMENT,ALLIANCE REHAB & MEDICAL EQUIP,1118.97
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,HEALTH ASSIST BENEFITS,ALLIANCE REHAB & MEDICAL EQUIP,4681.85
2011,MENTAL HEALTH,SUPPLIES,MEDICAL & DENTAL SUPPLIES,ALLIANCE REHAB & MEDICAL EQUIP,442.8
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,ALLIANCE REHAB & MEDICAL EQUIP,4739.06
2011,MENTAL HEALTH,PROGRAM DISTRIBUTIONS,MENTAL HEALTH PAYMNTS-1099 YES,ALLIANCE REHAB & MEDICAL EQUIP,1074.22
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,ALLIANCE REHAB & MEDICAL EQUIP,9530.93
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,ALLIANCE REHAB & MEDICAL EQUIP,37.5
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,DURABLE MEDICAL EQUIPMENT,ALLIANCE REHAB & MEDICAL EQUIP,10651.6
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,ALLIANCE REHAB & MEDICAL EQUIP,1516.66
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,ALLIANCE REHAB & MEDICAL EQUIP,26160
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,ALLIED BEHAVIORAL CONSULTANTS,86.91
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,ALLIED BEHAVIORAL CONSULTANTS,3308.42
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,PROFESSIONAL COURT SERVICES,ALLIED BEHAVIORAL CONSULTANTS,2636.25
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,ALLIED BEHAVIORAL CONSULTANTS,718.25
2011,MENTAL HEALTH,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,ALLIED BEHAVIORAL CONSULTANTS,23.1
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,ALLIED BEHAVIORAL CONSULTANTS,665.7
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,ALLIED BEHAVIORAL CONSULTANTS,1865
2011,SOCIAL SERVICES,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,ALLIED BEHAVIORAL CONSULTANTS,548.04
2011,SOCIAL SERVICES,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,ALLIED BEHAVIORAL CONSULTANTS,72.96
2011,SOCIAL SERVICES,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,ALLIED BEHAVIORAL CONSULTANTS,164.35
2011,TRANSPORTATION,SUPPLIES,ELECTRICAL SUPPLIES,ALLIED ELECTRONICS-FORT WORTH,6246.77
2011,CORRECTIONS,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,ALLIED ELECTRONICS-FORT WORTH,227.85
2011,OFFICE OF ADMINISTRATION,SUPPLIES,ELECTRICAL SUPPLIES,ALLIED ELECTRONICS-FORT WORTH,765.33
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,ALLIED ELECTRONICS-FORT WORTH,39.22
2011,OFFICE OF ADMINISTRATION,SUPPLIES,MECHANICAL SUPPLIES,ALLIED ELECTRONICS-FORT WORTH,40.1
2011,CORRECTIONS,SUPPLIES,ELECTRICAL SUPPLIES,ALLIED ELECTRONICS-FORT WORTH,1048.18
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,ALLIED ELECTRONICS-FORT WORTH,1509.86
2011,AGRICULTURE,REPAIR & MAINTENANCE SERVICES,OTHER EQUIPMENT REPAIR & MAINTENANCE,ALLIED ELECTRONICS-FORT WORTH,162.38
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,ALLIED ELECTRONICS-FORT WORTH,634.02
2011,OFFICE OF ADMINISTRATION,OTHER EQUIPMENT,OTHER EQUIPMENT,ALLIED ELECTRONICS-FORT WORTH,165.13
2011,PUBLIC SAFETY,SUPPLIES,LAW ENFORCEMENT SUPPLIES,ALLIED ELECTRONICS-FORT WORTH,114.47
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,ALLIED OIL & SUPPLY INC,4552
2011,SOCIAL SERVICES,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,ALLIED OIL & SUPPLY INC,690
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,ALLIED OIL & SUPPLY INC,2726.33
2011,TRANSPORTATION,SUPPLIES,MECHANICAL SUPPLIES,ALLIED OIL & SUPPLY INC,40
2011,TRANSPORTATION,FUEL & UTILITIES,FUEL OIL,ALLIED OIL & SUPPLY INC,3023.12
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,AGRICULTURE/GROUNDS EQUIP REPAIR & MAINT,ALLIED OIL & SUPPLY INC,720.87
2011,TRANSPORTATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALLIED OIL & SUPPLY INC,2079.7
2011,TRANSPORTATION,OTHER EQUIPMENT,TOOLS & SHOP EQUIPMENT,ALLIED OIL & SUPPLY INC,2060
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,ALLIED OIL & SUPPLY INC,32282.37
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,HEAVY EQUIPMENT REPAIR & MAINTENANCE,ALLIED OIL & SUPPLY INC,1542
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,ALLIED OIL & SUPPLY INC,8216.75
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,ALLIED OIL & SUPPLY INC,8401.23
2011,TRANSPORTATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,ALLIED OIL & SUPPLY INC,314.5
2011,SOCIAL SERVICES,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,210
2011,TRANSPORTATION,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,180687.24
2011,PUBLIC SAFETY,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,108428.26
2011,TRANSPORTATION,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,58.78
2011,OFFICE OF ATTORNEY GENERAL,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,1000.76
2011,ELEMENTARY AND SECONDARY EDUCATION,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,3288.38
2011,REVENUE,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,2399.63
2011,HEALTH AND SENIOR SERVICES,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,4004.18
2011,SOCIAL SERVICES,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,ALLIED WASTE SERVICES,277.5
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,ALLIED WASTE SERVICES,60
2011,OFFICE OF SECRETARY OF STATE,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,272.64
2011,ELEMENTARY AND SECONDARY EDUCATION,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,64.38
2011,OFFICE OF GOVERNOR,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,357.5
2011,ECONOMIC DEVELOPMENT,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,225.68
2011,SOCIAL SERVICES,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,33271.88
2011,ECONOMIC DEVELOPMENT,SUPPLIES,PRINTING & BINDING SUPPLIES,ALLIED WASTE SERVICES,37.68
2011,NATURAL RESOURCES,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,41573.05
2011,CORRECTIONS,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,ALLIED WASTE SERVICES,1353
2011,MENTAL HEALTH,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,9265.32
2011,CORRECTIONS,HOUSEKEEP & JANITOR SERVICES,GROUNDS MAINTENANCE SERVICES,ALLIED WASTE SERVICES,2641.75
2011,OFFICE OF ADMINISTRATION,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,60372.58
2011,CORRECTIONS,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,42797.51
2011,OFFICE OF ADMINISTRATION,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,ALLIED WASTE SERVICES,87.13
2011,CORRECTIONS,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,68165.88
2011,LEGISLATURE,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,253.69
2011,AGRICULTURE,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,6.76
2011,HIGHER EDUCATION,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,950.84
2011,CONSERVATION,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,15647.4
2011,JUDICIARY,HOUSEKEEP & JANITOR SERVICES,REBILLABLE WASTE REMOVAL SERV,ALLIED WASTE SERVICES,302
2011,JUDICIARY,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,2787.78
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,ALLIED WASTE SERVICES,21.56
2011,CONSERVATION,SUPPLIES,LAW ENFORCEMENT SUPPLIES,ALLMED,11465.79
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,EDUCATION SUPPLIES,ALLMED,109.3
2011,CONSERVATION,SUPPLIES,MEDICAL & DENTAL SUPPLIES,ALLMED,1992.45
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,MEDICAL & DENTAL SUPPLIES,ALLMED,1223.98
2011,CONSERVATION,SUPPLIES,OFFICE SUPPLIES,ALLMED,273.98
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,OFFICE SUPPLIES,ALLMED,255.6
2011,CONSERVATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALLMED,3535.38
2011,LEGISLATURE,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALLMED,915.28
2011,CONSERVATION,SUPPLIES,RECOGNITION AWARDS,ALLMED,213.75
2011,LABOR AND INDUSTRIAL RELATIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALLMED,239.52
2011,CONSERVATION,SUPPLIES,UNIFORMS & CLOTHING,ALLMED,621.35
2011,MENTAL HEALTH,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALLMED,161.9
2011,CONSERVATION,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,ALLMED,2400
2011,LEGISLATURE,OTHER EQUIPMENT,OTHER EQUIPMENT,ALLMED,549.96
2011,CORRECTIONS,SUPPLIES,MEDICAL & DENTAL SUPPLIES,ALLMED,70.75
2011,TRANSPORTATION,SUPPLIES,OTHER ADMINISTRATIVE SUPPLIES,ALLMED,61
2011,PUBLIC SAFETY,SUPPLIES,LAW ENFORCEMENT SUPPLIES,ALLMED,50105.36
2011,SOCIAL SERVICES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALLMED,441.18
2011,PUBLIC SAFETY,SUPPLIES,EDUCATION SUPPLIES,ALLMED,153.93
2011,PUBLIC SAFETY,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ALLMED,130.75
2011,REVENUE,SUPPLIES,UNIFORMS & CLOTHING,ALLMED,504.66
2011,PUBLIC SAFETY,SUPPLIES,MEDICAL & DENTAL SUPPLIES,ALLMED,4540.64
2011,PUBLIC SAFETY,SUPPLIES,OFFICE SUPPLIES,ALLMED,24.68
2011,SOCIAL SERVICES,SUPPLIES,OFFICE SUPPLIES,ALLMED,1647.27
